name	session	legislatorID	wnom_stderr	wnom_adj	adj_mean
Hochberg	79	5526	0.0807	-0.824368086	-0.740477353
Hochberg	80	5526	0.04	-0.85586113	-0.740477353
Hochberg	81	5526	0.067	-0.769256078	-0.740477353
Homer	76	25383	0.0778	-0.30562059	-0.268781302
Homer	77	25383	0.1114	-0.16360413	-0.268781302
Homer	78	25383	0.0595	-0.261238962	-0.268781302
Homer	79	25383	0.1006	-0.259048584	-0.268781302
Homer	80	25383	0.0442	-0.272548077	-0.268781302
Homer	81	25383	0.1492	-0.350627466	-0.268781302
Hopson	77	49745	0.1077	-0.27722311	-0.285681643
Hopson	78	49745	0.0511	-0.427046965	-0.285681643
Hopson	79	49745	0.0931	-0.190151609	-0.285681643
Hopson	80	49745	0.0442	-0.266889519	-0.285681643
Hopson	81	49745	0.1707	-0.26709701	-0.285681643
HowardC	74	5529	0.0638	0.826932225	0.862721739
HowardC	75	5529	0.073	0.86506513	0.862721739
HowardC	76	5529	0.0714	1.04726931	0.862721739
HowardC	77	5529	0.0862	0.837403259	0.862721739
HowardC	78	5529	0.0722	0.819259572	0.862721739
HowardC	79	5529	0.0506	0.785228115	0.862721739
HowardC	80	5529	0.0625	0.83087073	0.862721739
HowardC	81	5529	0.0965	0.889745571	0.862721739
HowardD	80	59196	0.0378	-0.664192527	-0.665900902
HowardD	81	59196	0.0816	-0.667609276	-0.665900902
Hughes	78	50173	0.1235	0.268939758	0.472503277
Hughes	79	50173	0.0448	0.365524459	0.472503277
Hughes	80	50173	0.0647	0.661956755	0.472503277
Hughes	81	50173	0.1636	0.593592135	0.472503277
HunterT	72	5532	0.0883	-0.144	0.085642336
HunterT	73	5532	0.113	0.017073605	0.085642336
HunterT	74	5532	0.0667	0.045893505	0.085642336
HunterT	81	5532	0.1863	0.423602232	0.085642336
Isett	75	15097	0.0706	0.852482494	0.793259918
Isett	76	15097	0.0736	0.889260445	0.793259918
Isett	77	15097	0.0867	0.737418557	0.793259918
Isett	78	15097	0.0926	0.650501611	0.793259918
Isett	79	15097	0.0518	0.777406219	0.793259918
Isett	80	15097	0.0651	0.770432515	0.793259918
Isett	81	15097	0.1017	0.875317583	0.793259918
JacksonJ	79	49641	0.0338	0.929986767	0.763893699
JacksonJ	80	49641	0.0629	0.825814147	0.763893699
JacksonJ	81	49641	0.1718	0.535880183	0.763893699
JonesD	72	5536	0.0761	0.1251	0.184277207
JonesD	73	5536	0.1245	0.182145813	0.184277207
JonesD	74	5536	0.0714	-0.025416891	0.184277207
JonesD	75	5536	0.0605	0.306475365	0.184277207
JonesD	76	5536	0.0813	0.307436452	0.184277207
JonesD	77	5536	0.0983	0.101539056	0.184277207
JonesD	78	5536	0.1116	0.120933227	0.184277207
JonesD	79	5536	0.0426	0.258589496	0.184277207
JonesD	80	5536	0.0539	0.012426534	0.184277207
JonesD	81	5536	0.1827	0.453543019	0.184277207
KefferJ	75	10028	0.0621	0.590823117	0.535870034
KefferJ	76	10028	0.0734	0.556867055	0.535870034
KefferJ	77	10028	0.0857	0.627474063	0.535870034
KefferJ	78	10028	0.0932	0.649586106	0.535870034
KefferJ	79	10028	0.0562	0.607788938	0.535870034
KefferJ	80	10028	0.0647	0.499544101	0.535870034
KefferJ	81	10028	0.2041	0.219006854	0.535870034
Kent	81	102275	0.074	-0.722826162	-0.722826162
KingP	76	25435	0.0732	0.551661547	0.691310931
KingP	77	25435	0.0858	0.627280669	0.691310931
KingP	78	25435	0.0677	0.905215255	0.691310931
KingP	79	25435	0.0518	0.780513547	0.691310931
KingP	80	25435	0.0635	0.686998884	0.691310931
KingP	81	25435	0.1633	0.596195681	0.691310931
KingS	80	58144	0.0686	0.356394623	0.348884086
KingS	81	58144	0.1998	0.341373549	0.348884086
KingT	74	5540	0.0665	-0.09398458	-0.291715606
KingT	75	5540	0.0715	-0.290357688	-0.291715606
KingT	76	5540	0.0792	-0.35550671	-0.291715606
KingT	77	5540	0.1147	-0.163217342	-0.291715606
KingT	79	5540	0.1069	-0.415915103	-0.291715606
KingT	80	5540	0.042	-0.437489023	-0.291715606
KingT	81	5540	0.1663	-0.285538799	-0.291715606
Kleinschmidt	81	56621	0.1015	0.859913265	0.859913265
Kolkhorst	77	49608	0.0842	0.475949857	0.593132322
Kolkhorst	78	49608	0.1188	0.443597636	0.593132322
Kolkhorst	79	49608	0.0524	0.547785352	0.593132322
Kolkhorst	80	49608	0.0661	0.735397614	0.593132322
Kolkhorst	81	49608	0.1308	0.762931151	0.593132322
Kuempel	72	5542	0.0682	0.2838	0.429744694
Kuempel	73	5542	0.1311	0.586000374	0.429744694
Kuempel	74	5542	0.0749	0.590426443	0.429744694
Kuempel	75	5542	0.0613	0.539105512	0.429744694
Kuempel	76	5542	0.072	0.477266159	0.429744694
Kuempel	77	5542	0.0816	0.389696129	0.429744694
Kuempel	78	5542	0.126	0.330380269	0.429744694
Kuempel	79	5542	0.0429	0.358238309	0.429744694
Kuempel	80	5542	0.0662	0.398773611	0.429744694
Kuempel	81	5542	0.1986	0.343760133	0.429744694
Laubenberg	78	50001	0.0736	0.784266963	0.888679899
Laubenberg	79	50001	0.0517	0.804407833	0.888679899
Laubenberg	80	50001	0.0607	0.927788585	0.888679899
Laubenberg	81	50001	0.0604	1.038256214	0.888679899
Legler	81	102074	0.0644	1.01449885	1.01449885
Leibowitz	79	49742	0.0439	-1.142601392	-1.088570378
Leibowitz	80	49742	0.0455	-1.174425905	-1.088570378
Leibowitz	81	49742	0.0618	-0.948683838	-1.088570378
LewisT	81	102049	0.1201	0.802418276	0.802418276
Lucio	80	56543	0.039	-0.528627925	-0.605224114
Lucio	81	56543	0.0769	-0.681820302	-0.605224114
Madden	73	5548	0.122	0.711382505	0.76072781
Madden	74	5548	0.0707	0.793281313	0.76072781
Madden	75	5548	0.0714	0.940957248	0.76072781
Madden	76	5548	0.0737	0.899129221	0.76072781
Madden	77	5548	0.0864	0.782479361	0.76072781
Madden	78	5548	0.0791	0.72201267	0.76072781
Madden	79	5548	0.0542	0.785120966	0.76072781
Madden	80	5548	0.0666	0.510981612	0.76072781
Madden	81	5548	0.1435	0.701205398	0.76072781
Maldonado	81	102254	0.0682	-0.731287689	-0.731287689
MalloryCaraway	80	58007	0.0414	-0.934478967	-0.90035858
MalloryCaraway	81	58007	0.0663	-0.866238193	-0.90035858
Marquez	81	102263	0.0613	-0.821001569	-0.821001569
Martinez	79	49304	0.0668	-0.919302332	-0.797137457
Martinez	80	49304	0.0416	-0.617479325	-0.797137457
Martinez	81	49304	0.058	-0.854630714	-0.797137457
MartinezFischer	77	49471	0.127	-0.824238063	-0.872505738
MartinezFischer	78	49471	0.0683	-0.853468529	-0.872505738
MartinezFischer	79	49471	0.0699	-0.915873555	-0.872505738
MartinezFischer	80	49471	0.0415	-0.92039277	-0.872505738
MartinezFischer	81	49471	0.0602	-0.848555772	-0.872505738
McClendon	75	15102	0.1009	-0.727282282	-0.674603889
McClendon	76	15102	0.0813	-0.858272047	-0.674603889
McClendon	77	15102	0.1296	-0.807025996	-0.674603889
McClendon	78	15102	0.0526	-0.553081392	-0.674603889
McClendon	79	15102	0.1027	-0.60771228	-0.674603889
McClendon	80	15102	0.0417	-0.433877178	-0.674603889
McClendon	81	15102	0.0669	-0.734976047	-0.674603889
McReynolds	75	9998	0.0793	-0.427974074	-0.366459794
McReynolds	76	9998	0.0769	-0.348891377	-0.366459794
McReynolds	77	9998	0.1107	-0.300236997	-0.366459794
McReynolds	78	9998	0.0521	-0.394495701	-0.366459794
McReynolds	79	9998	0.1008	-0.271156451	-0.366459794
McReynolds	80	9998	0.0418	-0.327448129	-0.366459794
McReynolds	81	9998	0.1154	-0.495015827	-0.366459794
Menendez	77	49908	0.1162	-0.638966603	-0.652078659
Menendez	78	49908	0.057	-0.698951746	-0.652078659
Menendez	79	49908	0.1014	-0.681859569	-0.652078659
Menendez	80	49908	0.0405	-0.530915427	-0.652078659
Menendez	81	49908	0.0749	-0.709699948	-0.652078659
Merritt	75	9957	0.0598	0.50195206	0.193347883
Merritt	76	9957	0.0703	0.155609129	0.193347883
Merritt	77	9957	0.0834	0.311758344	0.193347883
Merritt	78	9957	0.1085	0.102114528	0.193347883
Merritt	79	9957	0.0505	0.126474457	0.193347883
Merritt	80	9957	0.0545	0.028077865	0.193347883
Merritt	81	9957	0.2036	0.127448795	0.193347883
Miklos	81	102273	0.0643	-0.77034089	-0.77034089
MillerD	81	102045	0.1211	0.793956749	0.793956749
MillerS	81	49720	0.0575	1.048670401	1.048670401
Moody	81	102266	0.0698	-0.716859701	-0.716859701
Morrison	76	25497	0.0752	0.528019864	0.642299993
Morrison	77	25497	0.0846	0.546151882	0.642299993
Morrison	78	25497	0.0713	0.868391637	0.642299993
Morrison	79	25497	0.0514	0.722438648	0.642299993
Morrison	80	25497	0.0645	0.650639639	0.642299993
Morrison	81	25497	0.1718	0.538158286	0.642299993
Naishtat	72	5556	0.0738	-1	-0.893312077
Naishtat	73	5556	0.093	-0.921366714	-0.893312077
Naishtat	74	5556	0.0767	-0.840001033	-0.893312077
Naishtat	75	5556	0.1006	-0.746503002	-0.893312077
Naishtat	76	5556	0.0826	-0.848945512	-0.893312077
Naishtat	77	5556	0.1356	-0.856244772	-0.893312077
Naishtat	78	5556	0.0799	-0.993642412	-0.893312077
Naishtat	79	5556	0.0632	-0.948661229	-0.893312077
Naishtat	80	5556	0.0415	-0.954584907	-0.893312077
Naishtat	81	5556	0.0626	-0.823171191	-0.893312077
Oliveira	72	5560	0.087	-0.7045	-0.5499031
Oliveira	73	5560	0.1062	-0.111090041	-0.5499031
Oliveira	74	5560	0.0724	-0.574274867	-0.5499031
Oliveira	75	5560	0.0932	-0.575299895	-0.5499031
Oliveira	76	5560	0.0818	-0.562100318	-0.5499031
Oliveira	77	5560	0.1171	-0.567024032	-0.5499031
Oliveira	78	5560	0.0584	-0.625507956	-0.5499031
Oliveira	79	5560	0.1043	-0.360733233	-0.5499031
Oliveira	80	5560	0.0403	-0.707173489	-0.5499031
Oliveira	81	5560	0.0719	-0.711327165	-0.5499031
Olivo	75	10019	0.0994	-0.718365454	-0.905985044
Olivo	76	10019	0.0879	-0.77812891	-0.905985044
Olivo	77	10019	0.1484	-0.992394154	-0.905985044
Olivo	78	10019	0.0655	-0.830479199	-0.905985044
Olivo	79	10019	0.0633	-0.948982677	-0.905985044
Olivo	80	10019	0.0435	-1.050659999	-0.905985044
Olivo	81	10019	0.0589	-1.022884919	-0.905985044
Orr	79	49336	0.0517	0.724581633	0.620546849
Orr	80	49336	0.0663	0.582736943	0.620546849
Orr	81	49336	0.1707	0.554321972	0.620546849
Ortiz	80	69267	0.0395	-0.849480203	-0.810941117
Ortiz	81	69267	0.0653	-0.772402031	-0.810941117
Otto	79	49663	0.0508	0.729081902	0.54571374
Otto	80	49663	0.0651	0.496173045	0.54571374
Otto	81	49663	0.1889	0.411886272	0.54571374
Parker	80	59370	0.063	0.809560842	0.888923369
Parker	81	59370	0.0754	0.968285896	0.888923369
Patrick	80	59327	0.065	0.690610729	0.618127106
Patrick	81	59327	0.1703	0.545643483	0.618127106
Paxton	78	49425	0.0713	0.789963434	0.886818603
Paxton	79	49425	0.0526	0.823051804	0.886818603
Paxton	80	49425	0.0615	0.938744517	0.886818603
Paxton	81	49425	0.068	0.995514656	0.886818603
Pena	78	50000	0.0672	-0.847263445	-0.531519143
Pena	79	50000	0.1064	-0.514706721	-0.531519143
Pena	80	50000	0.0454	-0.239800678	-0.531519143
Pena	81	50000	0.1098	-0.524305727	-0.531519143
Phillips	78	49937	0.1142	0.480726422	0.76678016
Phillips	79	49937	0.0482	0.437743061	0.76678016
Phillips	80	49937	0.0523	1.11777166	0.76678016
Phillips	81	49937	0.0613	1.030879498	0.76678016
Pickett	74	5563	0.0726	-0.611301419	-0.452556593
Pickett	75	5563	0.0879	-0.560141287	-0.452556593
Pickett	76	5563	0.0775	-0.44855517	-0.452556593
Pickett	77	5563	0.1102	-0.543429963	-0.452556593
Pickett	78	5563	0.0564	-0.305691782	-0.452556593
Pickett	79	5563	0.1024	-0.312623215	-0.452556593
Pickett	80	5563	0.0435	-0.287717829	-0.452556593
Pickett	81	5563	0.1073	-0.550992081	-0.452556593
Pierson	80	58009	0.0425	-0.742569575	-0.78156861
Pierson	81	58009	0.0667	-0.820567645	-0.78156861
Pitts	73	5564	0.1369	0.503196816	0.435120349
Pitts	74	5564	0.0796	0.448333094	0.435120349
Pitts	75	5564	0.0593	0.480452596	0.435120349
Pitts	76	5564	0.0726	0.437031918	0.435120349
Pitts	77	5564	0.0809	0.328100137	0.435120349
Pitts	78	5564	0.102	0.605845345	0.435120349
Pitts	79	5564	0.053	0.613467849	0.435120349
Pitts	80	5564	0.0667	0.337492632	0.435120349
Pitts	81	5564	0.2135	0.162162751	0.435120349
Quintanilla	78	49736	0.0516	-0.556539964	-0.554845902
Quintanilla	79	49736	0.1061	-0.53817241	-0.554845902
Quintanilla	80	49736	0.039	-0.459882465	-0.554845902
Quintanilla	81	49736	0.081	-0.664788767	-0.554845902
Raymond	73	5571	0.0867	-0.525642736	-0.606121335
Raymond	74	5571	0.0675	-0.399796471	-0.606121335
Raymond	75	5571	0.0878	-0.586297317	-0.606121335
Raymond	77	5571	0.108	-0.504074282	-0.606121335
Raymond	78	5571	0.0644	-0.798945161	-0.606121335
Raymond	79	5571	0.1007	-0.642750089	-0.606121335
Raymond	80	5571	0.0382	-0.634575394	-0.606121335
Raymond	81	5571	0.0667	-0.756889232	-0.606121335
Riddle	78	49847	0.12	0.444309695	0.826071877
Riddle	79	49847	0.0527	0.758119352	0.826071877
Riddle	80	49847	0.0607	1.025308415	0.826071877
Riddle	81	49847	0.0522	1.076550046	0.826071877
RiosYbarra	81	102267	0.1128	-0.518556228	-0.518556228
Ritter	76	25363	0.0787	-0.36288118	-0.219594038
Ritter	77	25363	0.1119	-0.255756375	-0.219594038
Ritter	78	25363	0.0695	-0.161448992	-0.219594038
Ritter	79	25363	0.0928	-0.18575849	-0.219594038
Ritter	80	25363	0.0487	-0.148300591	-0.219594038
Ritter	81	25363	0.18	-0.203418597	-0.219594038
Rodriguez	78	49637	0.0786	-1.027210903	-0.981420421
Rodriguez	79	49637	0.056	-1.018415398	-0.981420421
Rodriguez	80	49637	0.0458	-1.046686968	-0.981420421
Rodriguez	81	49637	0.0594	-0.833368416	-0.981420421
Rose	78	49709	0.0551	-0.336513761	-0.299665622
Rose	79	49709	0.0964	-0.221117746	-0.299665622
Rose	80	49709	0.0436	-0.289644146	-0.299665622
Rose	81	49709	0.1505	-0.351386834	-0.299665622
Sheffield	81	102041	0.0624	1.026757216	1.026757216
Shelton	81	102058	0.1252	0.773887743	0.773887743
SmithT	75	10034	0.0602	0.487486982	0.48801916
SmithT	76	10034	0.0703	0.322727633	0.48801916
SmithT	77	10034	0.089	0.521397449	0.48801916
SmithT	78	10034	0.0827	0.7118404	0.48801916
SmithT	79	10034	0.0497	0.757047859	0.48801916
SmithT	80	10034	0.0654	0.275128099	0.48801916
SmithT	81	10034	0.1959	0.3405057	0.48801916
SmithW	78	50030	0.1238	0.365169433	0.544935267
SmithW	79	50030	0.0546	0.612932103	0.544935267
SmithW	80	50030	0.0656	0.625838299	0.544935267
SmithW	81	50030	0.1677	0.575801232	0.544935267
Smithee	72	5581	0.0839	0.721	0.553243103
Smithee	73	5581	0.1394	0.620341384	0.553243103
Smithee	74	5581	0.0864	0.580826966	0.553243103
Smithee	75	5581	0.0668	0.555750258	0.553243103
Smithee	76	5581	0.0749	0.450045688	0.553243103
Smithee	77	5581	0.0855	0.684815386	0.553243103
Smithee	78	5581	0.1232	0.301084131	0.553243103
Smithee	79	5581	0.0452	0.388454401	0.553243103
Smithee	80	5581	0.0654	0.685554146	0.553243103
Smithee	81	5581	0.1737	0.544558672	0.553243103
Solomons	74	5583	0.0797	0.455717307	0.492293603
Solomons	75	5583	0.0624	0.568035666	0.492293603
Solomons	76	5583	0.0769	0.617055744	0.492293603
Solomons	77	5583	0.0864	0.585991048	0.492293603
Solomons	78	5583	0.1203	0.420303137	0.492293603
Solomons	79	5583	0.0518	0.489924751	0.492293603
Solomons	80	5583	0.067	0.375657799	0.492293603
Solomons	81	5583	0.1874	0.425663373	0.492293603
Strama	79	49688	0.1055	-0.424808491	-0.54445803
Strama	80	49688	0.0384	-0.592918776	-0.54445803
Strama	81	49688	0.0909	-0.615646824	-0.54445803
Straus	79	49917	0.05120	0.61196776	0.380701817
Straus	80	49917	0.06040	0.149435875	0.380701817
Straus	81	49917	0.0	0.084822469	0.380701817
Swinford	72	5585	0.0769	0.7765	0.577172107
Swinford	73	5585	0.1357	0.535826125	0.577172107
Swinford	74	5585	0.0691	0.806783873	0.577172107
Swinford	75	5585	0.0649	0.426951625	0.577172107
Swinford	76	5585	0.071	0.485508213	0.577172107
Swinford	77	5585	0.0837	0.313692284	0.577172107
Swinford	78	5585	0.082	0.723029897	0.577172107
Swinford	79	5585	0.0514	0.685579302	0.577172107
Swinford	80	5585	0.0667	0.489671723	0.577172107
Swinford	81	5585	0.1747	0.528178024	0.577172107
Taylor	78	25471	0.07	0.832890414	0.761627324
Taylor	79	25471	0.0531	0.791228473	0.761627324
Taylor	80	25471	0.0629	0.840622713	0.761627324
Taylor	81	25471	0.1686	0.581767693	0.761627324
Thibaut	81	59408	0.0705	-0.727382369	-0.727382369
Thompson	72	8012	0.0878	-0.5653	-0.803237011
Thompson	73	8012	0.086	-0.56832829	-0.803237011
Thompson	74	8012	0.0729	-0.902028419	-0.803237011
Thompson	75	8012	0.0935	-0.692803879	-0.803237011
Thompson	76	8012	0.0811	-0.695491467	-0.803237011
Thompson	77	8012	0.126	-0.706751203	-0.803237011
Thompson	78	8012	0.0748	-0.893242106	-0.803237011
Thompson	79	8012	0.0551	-1.048524341	-0.803237011
Thompson	80	8012	0.0468	-1.116877166	-0.803237011
Thompson	81	8012	0.0587	-0.843023235	-0.803237011
Truitt	76	25434	0.0742	0.569013241	0.606475934
Truitt	77	25434	0.086	0.781028906	0.606475934
Truitt	78	25434	0.1184	0.468112807	0.606475934
Truitt	79	25434	0.0542	0.55249992	0.606475934
Truitt	80	25434	0.0651	0.561788239	0.606475934
Truitt	81	25434	0.1422	0.706412491	0.606475934
TurnerC	81	102270	0.0705	-0.717944512	-0.717944512
TurnerS	72	8018	0.087	-0.6214	-0.695955462
TurnerS	73	8018	0.0881	-0.740247305	-0.695955462
TurnerS	74	8018	0.0727	-0.991799347	-0.695955462
TurnerS	75	8018	0.1106	-0.770083059	-0.695955462
TurnerS	76	8018	0.0852	-0.818037806	-0.695955462
TurnerS	77	8018	0.1319	-0.752295492	-0.695955462
TurnerS	78	8018	0.0554	-0.618082198	-0.695955462
TurnerS	79	8018	0.1057	-0.531314857	-0.695955462
TurnerS	80	8018	0.0422	-0.397156748	-0.695955462
TurnerS	81	8018	0.0742	-0.719137805	-0.695955462
Vaught	80	58225	0.04	-0.760989987	-0.622307649
Vaught	81	58225	0.116	-0.48362531	-0.622307649
Veasey	79	49671	0.0655	-0.947268289	-0.895395254
Veasey	80	49671	0.0419	-0.915095396	-0.895395254
Veasey	81	49671	0.0607	-0.823822078	-0.895395254
Villarreal	77	49416	0.1273	-0.790490809	-0.711370706
Villarreal	78	49416	0.0539	-0.633137158	-0.711370706
Villarreal	79	49416	0.1037	-0.60053328	-0.711370706
Villarreal	80	49416	0.0404	-0.740763652	-0.711370706
Villarreal	81	49416	0.0631	-0.791928631	-0.711370706
Vo	79	49576	0.101	-0.621641684	-0.731074275
Vo	80	49576	0.0396	-0.757739326	-0.731074275
Vo	81	49576	0.0619	-0.813841816	-0.731074275
Walle	81	102289	0.0582	-0.901169111	-0.901169111
Weber	81	102026	0.0269	1.141638714	1.141638714
Woolley	74	8034	0.0717	0.767753035	0.749968919
Woolley	75	8034	0.0621	0.654330751	0.749968919
Woolley	76	8034	0.0765	0.676810641	0.749968919
Woolley	77	8034	0.0805	0.917081591	0.749968919
Woolley	78	8034	0.0695	0.836348986	0.749968919
Woolley	79	8034	0.0519	0.78297798	0.749968919
Woolley	80	8034	0.0666	0.623430402	0.749968919
Woolley	81	8034	0.1353	0.741017966	0.749968919
Zerwas	80	56718	0.067	0.538311243	0.58650886
Zerwas	81	56718	0.1574	0.634706476	0.58650886
_Democrat	72		0	-0.42222	-0.586708189
_Democrat	73		0	-0.449964135	-0.586708189
_Democrat	74		0	-0.445684078	-0.586708189
_Democrat	75		0	-0.536115388	-0.586708189
_Democrat	76		0	-0.581599285	-0.586708189
_Democrat	77		0	-0.585928296	-0.586708189
_Democrat	78		0	-0.644611479	-0.586708189
_Democrat	79		0	-0.695038928	-0.586708189
_Democrat	80		0	-0.689908867	-0.586708189
_Democrat	81		0.0612	-0.816011438	-0.586708189
_Republican	72		0	0.54409	0.613954746
_Republican	73		0	0.559875531	0.613954746
_Republican	74		0	0.552640372	0.613954746
_Republican	75		0	0.621388023	0.613954746
_Republican	76		0	0.629700791	0.613954746
_Republican	77		0	0.621778609	0.613954746
_Republican	78		0	0.621042716	0.613954746
_Republican	79		0	0.617089494	0.613954746
_Republican	80		0	0.636998902	0.613954746
_Republican	81		0.1333	0.734943024	0.613954746
_SuperTeam_	81		0.1996	-0.033537175	-0.033537175
